who,what,when,where,why,how,sentence,original_text,chunk_index,field_count,umap_x,umap_y,umap_x_3d,umap_y_3d,umap_z_3d,cluster,color_temporal,hover_text
,derang'd operations,,"Loudoun, Fort George",t George was lost,army,Someone derang'd operations in Loudoun because t George was lost by army,"Loudoun, instead of
defending the colonies with his great army, left them totally expos'd
while he paraded idly at Halifax, by which means Fort George was lost,
besides, he derang'd all our mercant...",0,4,11.172747,10.207245,6.2913356,14.946902,4.452325,0,0,"<b>Who:</b> <br><b>What:</b> derang'd operations<br><b>Where:</b> Loudoun, Fort George<br><b>When:</b> <br><b>Why:</b> t George was lost<br><b>How:</b> army<br><b>Chunk:</b> 0<br><b>Cluster:</b> 0"
Shirley,,,,"rely glad of being relieved from so
burdensome a charge as the conduct of an army must be to a man",sincerely,"Shirley did something because rely glad of being relieved from so
burdensome a charge as the conduct of an army must be to a man by sincerely","Shirley was, I believe, sincerely glad of being relieved from so
burdensome a charge as the conduct of an army must be to a man
unacquainted with military business.",0,3,10.035124,6.8836207,6.6589346,13.694805,4.728583,-1,0,"<b>Who:</b> Shirley<br><b>What:</b> <br><b>Where:</b> <br><b>When:</b> <br><b>Why:</b> rely glad of being relieved from so
burdensome a charge as the conduct of an army must be to a man<br><b>How:</b> sincerely<br><b>Chunk:</b> 0<br><b>Cluster:</b> -1"
Loudoun,,,New York,"at the entertainment given by
the city of New York to Lord Loudoun",city,"Loudoun did something in New York because at the entertainment given by
the city of New York to Lord Loudoun by city","I was at the entertainment given by
the city of New York to Lord Loudoun, on his taking upon him the
command.",0,4,10.727906,9.52335,6.348181,14.0685835,3.8645756,0,0,"<b>Who:</b> Loudoun<br><b>What:</b> <br><b>Where:</b> New York<br><b>When:</b> <br><b>Why:</b> at the entertainment given by
the city of New York to Lord Loudoun<br><b>How:</b> city<br><b>Chunk:</b> 0<br><b>Cluster:</b> 0"
Shirley,,,,present also,,Shirley did something because present also,"Shirley, tho' thereby superseded, was present also.",0,2,10.046214,6.8768487,6.661087,13.6300955,4.7742944,-1,0,<b>Who:</b> Shirley<br><b>What:</b> <br><b>Where:</b> <br><b>When:</b> <br><b>Why:</b> present also<br><b>How:</b> <br><b>Chunk:</b> 0<br><b>Cluster:</b> -1
Shirley,was one,,,"a
great company of officers",,"Shirley was one because a
great company of officers","There was a
great company of officers, citizens, and strangers, and, some chairs
having been borrowed in the neighborhood, there was one among them very
low, which fell to the lot of Mr. Shirley.",0,3,10.043493,6.877047,6.648169,13.664514,4.7680197,-1,0,"<b>Who:</b> Shirley<br><b>What:</b> was one<br><b>Where:</b> <br><b>When:</b> <br><b>Why:</b> a
great company of officers<br><b>How:</b> <br><b>Chunk:</b> 0<br><b>Cluster:</b> -1"
,said,,,"I sat by
him",him,"Someone said because I sat by
him by him","Perceiving it as I sat by
him, I said, ""They have given you, sir, too low a seat.""",0,3,9.286795,13.912594,6.4102807,17.74819,4.0536094,0,0,"<b>Who:</b> <br><b>What:</b> said<br><b>Where:</b> <br><b>When:</b> <br><b>Why:</b> I sat by
him<br><b>How:</b> him<br><b>Chunk:</b> 0<br><b>Cluster:</b> 0"
Franklin,says,,,,,Franklin says,"""No matter,""
says he, ""Mr. Franklin, I find a low seat the easiest.",0,2,9.680574,7.648885,6.1701794,12.539614,2.6379707,0,0,<b>Who:</b> Franklin<br><b>What:</b> says<br><b>Where:</b> <br><b>When:</b> <br><b>Why:</b> <br><b>How:</b> <br><b>Chunk:</b> 0<br><b>Cluster:</b> 0
afore mention'd,,,New York,e mention'd,,afore mention'd did something in New York because e mention'd,"""

While I was, as afore mention'd, detain'd at New York, I receiv'd all
the accounts of the provisions, etc., that I had furnish'd to Braddock,
some of which accounts could not sooner be obtain'd...",0,3,10.667181,9.290294,6.0731583,13.967062,3.9114027,0,0,<b>Who:</b> afore mention'd<br><b>What:</b> <br><b>Where:</b> New York<br><b>When:</b> <br><b>Why:</b> e mention'd<br><b>How:</b> <br><b>Chunk:</b> 0<br><b>Cluster:</b> 0
Loudoun,presented them,,,,,Loudoun presented them,"I presented them to
Lord Loudoun, desiring to be paid the ballance.",0,2,10.931427,10.106289,6.4553494,14.446731,3.9942477,0,0,<b>Who:</b> Loudoun<br><b>What:</b> presented them<br><b>Where:</b> <br><b>When:</b> <br><b>Why:</b> <br><b>How:</b> <br><b>Chunk:</b> 0<br><b>Cluster:</b> 0
,caus'd them examined,,,"which his lordship promis'd to give me an order on the
paymaster",regularly,"Someone caus'd them examined because which his lordship promis'd to give me an order on the
paymaster by regularly","He caus'd them to be
regularly examined by the proper officer, who, after comparing every
article with its voucher, certified them to be right; and the balance
due for which his lordship promis'd t...",0,3,8.9030075,11.3727455,6.397687,15.454183,3.1607978,0,0,"<b>Who:</b> <br><b>What:</b> caus'd them examined<br><b>Where:</b> <br><b>When:</b> <br><b>Why:</b> which his lordship promis'd to give me an order on the
paymaster<br><b>How:</b> regularly<br><b>Chunk:</b> 0<br><b>Cluster:</b> 0"
,concluded mix,,,e my departure,those,Someone concluded mix because e my departure by those,"At length, just
before my departure, he told me he had, on better consideration,
concluded not to mix his accounts with those of his predecessors.",0,3,8.626215,13.531501,6.8003488,16.784956,3.8821154,0,0,<b>Who:</b> <br><b>What:</b> concluded mix<br><b>Where:</b> <br><b>When:</b> <br><b>Why:</b> e my departure<br><b>How:</b> those<br><b>Chunk:</b> 0<br><b>Cluster:</b> 0
,says,,England,,only,Someone says in England by only,"""And
you,"" says he, ""when in England, have only to exhibit your accounts at
the treasury, and you will be paid immediately.""",0,3,9.808856,9.913751,4.6848783,13.927712,2.906626,0,0,<b>Who:</b> <br><b>What:</b> says<br><b>Where:</b> England<br><b>When:</b> <br><b>Why:</b> <br><b>How:</b> only<br><b>Chunk:</b> 0<br><b>Cluster:</b> 0
,understand affairs,,New York,"a reason for my
desiring to be presently paid; and on my observing that it was not right
I should ",presently,"Someone understand affairs in New York because a reason for my
desiring to be presently paid; and on my observing that it was not right
I should  by presently","I mention'd, but without effect, the great and unexpected expense I had
been put to by being detain'd so long at New York, as a reason for my
desiring to be presently paid; and on my observing that ...",0,4,9.020629,11.512755,6.0277047,15.364068,3.3536217,0,0,"<b>Who:</b> <br><b>What:</b> understand affairs<br><b>Where:</b> New York<br><b>When:</b> <br><b>Why:</b> a reason for my
desiring to be presently paid; and on my observing that it was not right
I should <br><b>How:</b> presently<br><b>Chunk:</b> 0<br><b>Cluster:</b> 0"
,assur'd him,,,"learnt that immense fortunes are often made in such
employments",clearly,"Someone assur'd him because learnt that immense fortunes are often made in such
employments by clearly","I assur'd him that was not my case, and that I had not
pocketed a farthing; but he appear'd clearly not to believe me; and,
indeed, I have since learnt that immense fortunes are often made in such
...",0,3,9.266932,11.310554,5.689513,15.663499,2.8993871,0,0,"<b>Who:</b> <br><b>What:</b> assur'd him<br><b>Where:</b> <br><b>When:</b> <br><b>Why:</b> learnt that immense fortunes are often made in such
employments<br><b>How:</b> clearly<br><b>Chunk:</b> 0<br><b>Cluster:</b> 0"
,paid it,this day,,to my ballance,,Someone paid it during this day because to my ballance,"As to my ballance, I am not paid it to this day, of which
more hereafter.",0,3,9.772309,11.0787,5.4709206,15.159265,3.6496842,0,0,<b>Who:</b> <br><b>What:</b> paid it<br><b>Where:</b> <br><b>When:</b> this day<br><b>Why:</b> to my ballance<br><b>How:</b> <br><b>Chunk:</b> 0<br><b>Cluster:</b> 0
,proved dullest,,,ted much,unfortunately,Someone proved dullest because ted much by unfortunately,"Our captain of the paquet had boasted much, before we sailed, of the
swiftness of his ship; unfortunately, when we came to sea, she proved
the dullest of ninety-six sail, to his no small mortificati...",0,3,8.583805,13.035012,6.7608385,16.791162,3.0507421,0,0,<b>Who:</b> <br><b>What:</b> proved dullest<br><b>Where:</b> <br><b>When:</b> <br><b>Why:</b> ted much<br><b>How:</b> unfortunately<br><b>Chunk:</b> 0<br><b>Cluster:</b> 0
,mended pace,,,loaded too much by the head,clearly,Someone mended pace because loaded too much by the head by clearly,"While we
stood there, the ship mended her pace, and soon left her neighbour far
behind, which prov'd clearly what our captain suspected, that she was
loaded too much by the head.",0,3,11.2483015,12.301595,5.1044083,16.264717,4.6833844,0,0,<b>Who:</b> <br><b>What:</b> mended pace<br><b>Where:</b> <br><b>When:</b> <br><b>Why:</b> loaded too much by the head<br><b>How:</b> clearly<br><b>Chunk:</b> 0<br><b>Cluster:</b> 0
,said,,,,,Someone said,"The captain said she had once gone at the rate of thirteen knots, which
is accounted thirteen miles per hour.",0,1,10.022844,15.310906,6.272476,18.861565,4.3237453,0,0,<b>Who:</b> <br><b>What:</b> said<br><b>Where:</b> <br><b>When:</b> <br><b>Why:</b> <br><b>How:</b> <br><b>Chunk:</b> 0<br><b>Cluster:</b> 0
Captain Kennedy,had,,,a passenger,,Captain Kennedy had because a passenger,"We had on board, as a passenger,
Captain Kennedy, of the Navy, who contended that it was impossible, and
that no ship ever sailed so fast, and that there must have been some
error in the division o...",0,3,10.953562,9.083459,6.130669,13.899857,4.268475,0,0,<b>Who:</b> Captain Kennedy<br><b>What:</b> had<br><b>Where:</b> <br><b>When:</b> <br><b>Why:</b> a passenger<br><b>How:</b> <br><b>Chunk:</b> 0<br><b>Cluster:</b> 0
,ensu'd,,,,,Someone ensu'd,"A wager ensu'd between the two captains, to be decided when there
should be sufficient wind.",0,1,9.985215,14.014089,6.379733,17.27881,4.87451,0,0,<b>Who:</b> <br><b>What:</b> ensu'd<br><b>Where:</b> <br><b>When:</b> <br><b>Why:</b> <br><b>How:</b> <br><b>Chunk:</b> 0<br><b>Cluster:</b> 0
Kennedy,,,,,rigorously,Kennedy did something by rigorously,"Kennedy thereupon examin'd rigorously the
log-line, and, being satisfi'd with that, he determin'd to throw the log
himself.",0,2,10.845702,8.813089,6.422706,13.737253,4.0224633,0,0,<b>Who:</b> Kennedy<br><b>What:</b> <br><b>Where:</b> <br><b>When:</b> <br><b>Why:</b> <br><b>How:</b> rigorously<br><b>Chunk:</b> 0<br><b>Cluster:</b> 0
Kennedy,said,some days,,,Accordingly,Kennedy said during some days by Accordingly,"Accordingly some days after, when the wind blew very fair and
fresh, and the captain of the paquet, Lutwidge, said he believ'd she
then went at the rate of thirteen knots, Kennedy made the experimen...",0,4,10.990215,8.957472,6.2607903,13.869219,4.312054,0,0,<b>Who:</b> Kennedy<br><b>What:</b> said<br><b>Where:</b> <br><b>When:</b> some days<br><b>Why:</b> <br><b>How:</b> Accordingly<br><b>Chunk:</b> 0<br><b>Cluster:</b> 0
,has system,,,"ion'd by the
different opinions of seamen respecting the modes of lading",partly,"Someone has system because ion'd by the
different opinions of seamen respecting the modes of lading by partly","I apprehend that this may partly be occasion'd by the
different opinions of seamen respecting the modes of lading, rigging,
and sailing of a ship; each has his system; and the same vessel, laden
by...",0,3,7.0776134,12.532848,7.5829325,16.581491,2.4438863,1,0,"<b>Who:</b> <br><b>What:</b> has system<br><b>Where:</b> <br><b>When:</b> <br><b>Why:</b> ion'd by the
different opinions of seamen respecting the modes of lading<br><b>How:</b> partly<br><b>Chunk:</b> 0<br><b>Cluster:</b> 1"
,happens,,,,person,Someone happens by person,"Besides, it scarce ever happens that
a ship is form'd, fitted for the sea, and sail'd by the same person.",0,2,11.046374,13.409844,5.1603136,17.548546,3.7267125,0,0,<b>Who:</b> <br><b>What:</b> happens<br><b>Where:</b> <br><b>When:</b> <br><b>Why:</b> <br><b>How:</b> person<br><b>Chunk:</b> 0<br><b>Cluster:</b> 0
,rigs her,,,,,Someone rigs her,"One
man builds the hull, another rigs her, a third lades and sails her.",0,1,11.272206,13.221115,4.8074965,17.462591,3.958538,0,0,<b>Who:</b> <br><b>What:</b> rigs her<br><b>Where:</b> <br><b>When:</b> <br><b>Why:</b> <br><b>How:</b> <br><b>Chunk:</b> 0<br><b>Cluster:</b> 0
,has advantage,,,"the advantage of knowing all the ideas and experience
of the others",,"Someone has advantage because the advantage of knowing all the ideas and experience
of the others","No
one of these has the advantage of knowing all the ideas and experience
of the others, and, therefore, can not draw just conclusions from a
combination of the whole.",0,2,9.113332,13.280288,6.07012,17.37546,3.0481424,0,0,"<b>Who:</b> <br><b>What:</b> has advantage<br><b>Where:</b> <br><b>When:</b> <br><b>Why:</b> the advantage of knowing all the ideas and experience
of the others<br><b>How:</b> <br><b>Chunk:</b> 0<br><b>Cluster:</b> 0"
,have sails,,,,,Someone have sails,"One would have the sails
trimm'd sharper or flatter than another, so that they seem'd to have no
certain rule to govern by.",0,1,11.170905,11.908279,5.303997,15.677819,4.8772197,0,0,<b>Who:</b> <br><b>What:</b> have sails<br><b>Where:</b> <br><b>When:</b> <br><b>Why:</b> <br><b>How:</b> <br><b>Chunk:</b> 0<br><b>Cluster:</b> 0
,think,,,ts: then the form and quantity of sails,lastly,Someone think because ts: then the form and quantity of sails by lastly,"Yet I think a set of experiments might be
instituted, first, to determine the most proper form of the hull for
swift sailing; next, the best dimensions and properest place for the
masts: then the f...",0,3,11.071118,11.809244,5.343188,15.6402645,4.8493686,0,0,<b>Who:</b> <br><b>What:</b> think<br><b>Where:</b> <br><b>When:</b> <br><b>Why:</b> ts: then the form and quantity of sails<br><b>How:</b> lastly<br><b>Chunk:</b> 0<br><b>Cluster:</b> 0
,persuaded,,,,,Someone persuaded,"I am persuaded, therefore, that ere long some ingenious
philosopher will undertake it, to whom I wish success.",0,1,10.637299,13.192617,5.363657,17.059927,4.21699,0,0,<b>Who:</b> <br><b>What:</b> persuaded<br><b>Where:</b> <br><b>When:</b> <br><b>Why:</b> <br><b>How:</b> <br><b>Chunk:</b> 0<br><b>Cluster:</b> 0
judg'd himself,had observation,"the night, the night",Falmouth,,,judg'd himself had observation in Falmouth during the night,"We had a good observation, and the
captain judg'd himself so near our port, Falmouth, that, if we made a
good run in the night, we might be off the mouth of that harbor in the
morning, and by runni...",0,4,10.724829,10.098859,6.290187,14.395544,3.8413048,0,0,"<b>Who:</b> judg'd himself<br><b>What:</b> had observation<br><b>Where:</b> Falmouth<br><b>When:</b> the night, the night<br><b>Why:</b> <br><b>How:</b> <br><b>Chunk:</b> 0<br><b>Cluster:</b> 0"
,went,,,set that we could possibly make,Accordingly,Someone went because set that we could possibly make by Accordingly,"Accordingly, all the sail was set that we could possibly make, and the
wind being very fresh and fair, we went right before it, and made great
way.",0,3,10.348253,12.953794,5.8754773,16.771004,4.2168083,0,0,<b>Who:</b> <br><b>What:</b> went<br><b>Where:</b> <br><b>When:</b> <br><b>Why:</b> set that we could possibly make<br><b>How:</b> Accordingly<br><b>Chunk:</b> 0<br><b>Cluster:</b> 0
,shap'd course,,St. George's Channel,"he
thought",,"Someone shap'd course in St. George's Channel because he
thought","The captain, after his observation, shap'd his course, as he
thought, so as to pass wide of the Scilly Isles; but it seems there is
sometimes a strong indraught setting up St. George's Channel, whic...",0,3,8.080759,9.300596,6.6802444,14.456328,3.5157578,0,0,"<b>Who:</b> <br><b>What:</b> shap'd course<br><b>Where:</b> St. George's Channel<br><b>When:</b> <br><b>Why:</b> he
thought<br><b>How:</b> <br><b>Chunk:</b> 0<br><b>Cluster:</b> 0"
,answering light,,,often answered,mechanically,Someone answering light because often answered by mechanically,"We had a watchman plac'd in the bow, to whom they often called, ""Look
well out before there,"" and he as often answered, ""Ay ay;"" but perhaps
had his eyes shut, and was half asleep at the time, they ...",0,3,10.039699,14.434303,5.970141,18.087156,3.9109247,0,0,<b>Who:</b> <br><b>What:</b> answering light<br><b>Where:</b> <br><b>When:</b> <br><b>Why:</b> often answered<br><b>How:</b> mechanically<br><b>Chunk:</b> 0<br><b>Cluster:</b> 0
Captain Kennedy,,midnight,,midnight,,Captain Kennedy did something during midnight because midnight,"It was midnight,
and our captain fast asleep; but Captain Kennedy, jumping upon deck, and
seeing the danger, ordered the ship to wear round, all sails standing;
an operation dangerous to the masts,...",0,3,11.084399,9.163471,6.1066246,13.944268,4.2942953,0,0,<b>Who:</b> Captain Kennedy<br><b>What:</b> <br><b>Where:</b> <br><b>When:</b> midnight<br><b>Why:</b> midnight<br><b>How:</b> <br><b>Chunk:</b> 0<br><b>Cluster:</b> 0
,impressed me,,America,,strongly,Someone impressed me in America by strongly,"This deliverance impressed me strongly with the
utility of light-houses, and made me resolve to encourage the building
more of them in America, if I should live to return there.",0,3,8.490351,10.437328,5.7396417,15.077499,2.0223348,0,0,<b>Who:</b> <br><b>What:</b> impressed me<br><b>Where:</b> America<br><b>When:</b> <br><b>Why:</b> <br><b>How:</b> strongly<br><b>Chunk:</b> 0<br><b>Cluster:</b> 0
,found,the morning,,found by the soundings,soundings,Someone found during the morning because found by the soundings by soundings,"In the morning it was found by the soundings, etc., that we were near
our port, but a thick fog hid the land from our sight.",0,4,11.906978,11.876487,4.149776,16.308023,3.891087,0,0,<b>Who:</b> <br><b>What:</b> found<br><b>Where:</b> <br><b>When:</b> the morning<br><b>Why:</b> found by the soundings<br><b>How:</b> soundings<br><b>Chunk:</b> 0<br><b>Cluster:</b> 0
,began rise,,,,,Someone began rise,"About nine
o'clock the fog began to rise, and seem'd to be lifted up from the water
like the curtain at a play-house, discovering underneath, the town of
Falmouth, the vessels in its harbor, and th...",0,1,11.230811,13.5421295,4.921415,17.400787,4.3500457,0,0,<b>Who:</b> <br><b>What:</b> began rise<br><b>Where:</b> <br><b>When:</b> <br><b>Why:</b> <br><b>How:</b> <br><b>Chunk:</b> 0<br><b>Cluster:</b> 0
Wilton,set,,"London, Stonehenge on Salisbury Plain",London,immediately,Wilton set in London because London by immediately,"I set out immediately, with my son, for London, and we only stopt a
little by the way to view Stonehenge on Salisbury Plain, and Lord
Pembroke's house and gardens, with his very curious antiquities ...",0,5,9.904774,9.9464655,4.5455017,13.824553,3.173068,0,0,"<b>Who:</b> Wilton<br><b>What:</b> set<br><b>Where:</b> London, Stonehenge on Salisbury Plain<br><b>When:</b> <br><b>Why:</b> London<br><b>How:</b> immediately<br><b>Chunk:</b> 0<br><b>Cluster:</b> 0"
,arrived,"the 27th of July, 1757",London,,,"Someone arrived in London during the 27th of July, 1757","We arrived in London the 27th of July, 1757.",0,3,9.889871,9.319128,5.027081,13.340124,2.620368,0,0,"<b>Who:</b> <br><b>What:</b> arrived<br><b>Where:</b> London<br><b>When:</b> the 27th of July, 1757<br><b>Why:</b> <br><b>How:</b> <br><b>Chunk:</b> 0<br><b>Cluster:</b> 0"
Autobiography,terminates Autobiography,,,published by Wm,Wm,Autobiography terminates Autobiography because published by Wm by Wm,"Here terminates the Autobiography, as published by Wm.",0,4,8.090595,10.565272,5.6562567,15.496186,1.6003561,0,0,<b>Who:</b> Autobiography<br><b>What:</b> terminates Autobiography<br><b>Where:</b> <br><b>When:</b> <br><b>Why:</b> published by Wm<br><b>How:</b> Wm<br><b>Chunk:</b> 0<br><b>Cluster:</b> 0
"Franklin, Bigelow",written,the last year,1868.--Ed,"written in the last year
of Dr",,"Franklin, Bigelow written in 1868.--Ed during the last year because written in the last year
of Dr","What follows was written in the last year
of Dr. Franklin's life, and was first printed (in English) in Mr.
Bigelow's edition of 1868.--Ed.",0,5,9.666781,7.9313374,6.0260186,12.744544,2.4939678,0,0,"<b>Who:</b> Franklin, Bigelow<br><b>What:</b> written<br><b>Where:</b> 1868.--Ed<br><b>When:</b> the last year<br><b>Why:</b> written in the last year
of Dr<br><b>How:</b> <br><b>Chunk:</b> 0<br><b>Cluster:</b> 0"
"Charles, Fothergill",went,,,soon as I was settled in a lodging Mr,strongly,"Charles, Fothergill went because soon as I was settled in a lodging Mr by strongly","As soon as I was settled in a lodging Mr. Charles had provided for me, I
went to visit Dr. Fothergill, to whom I was strongly recommended, and
whose counsel respecting my proceedings I was advis'd t...",0,4,8.8855095,8.729657,6.6536117,13.681103,3.0281157,0,0,"<b>Who:</b> Charles, Fothergill<br><b>What:</b> went<br><b>Where:</b> <br><b>When:</b> <br><b>Why:</b> soon as I was settled in a lodging Mr<br><b>How:</b> strongly<br><b>Chunk:</b> 0<br><b>Cluster:</b> 0"
"Peter Collinson, John Hanbury, Granville",waited,,Virginia,"then
President of the Council and wished to see me as soon as possible",,"Peter Collinson, John Hanbury waited in Virginia because then
President of the Council and wished to see me as soon as possible","I then waited on my old friend and
correspondent, Mr. Peter Collinson, who told me that John Hanbury, the
great Virginia merchant, had requested to be informed when I should
arrive, that he might c...",0,4,8.57552,8.209869,7.0155277,13.702877,3.429532,0,0,"<b>Who:</b> Peter Collinson, John Hanbury, Granville<br><b>What:</b> waited<br><b>Where:</b> Virginia<br><b>When:</b> <br><b>Why:</b> then
President of the Council and wished to see me as soon as possible<br><b>How:</b> <br><b>Chunk:</b> 0<br><b>Cluster:</b> 0"
,agreed go,the next morning,,,him,Someone agreed go during the next morning by him,"I
agreed to go with him the next morning.",0,3,8.898262,14.134559,6.7643676,17.376045,4.207767,0,0,<b>Who:</b> <br><b>What:</b> agreed go<br><b>Where:</b> <br><b>When:</b> the next morning<br><b>Why:</b> <br><b>How:</b> him<br><b>Chunk:</b> 0<br><b>Cluster:</b> 0
"Hanbury, nobleman",called,,America,"of the nature of your constitution; you
contend that the king's instructions to his governors are n",Accordingly,"Hanbury, nobleman called in America because of the nature of your constitution; you
contend that the king's instructions to his governors are n by Accordingly","Accordingly Mr. Hanbury called
for me and took me in his carriage to that nobleman's, who receiv'd me
with great civility; and after some questions respecting the present
state of affairs in Americ...",0,5,9.862656,8.890712,5.7011623,12.955802,2.5375302,0,0,"<b>Who:</b> Hanbury, nobleman<br><b>What:</b> called<br><b>Where:</b> America<br><b>When:</b> <br><b>Why:</b> of the nature of your constitution; you
contend that the king's instructions to his governors are n<br><b>How:</b> Accordingly<br><b>Chunk:</b> 0<br><b>Cluster:</b> 0"
,considered,,,,judges,Someone considered by judges,"They are first drawn up by judges learned in
the laws; they are then considered, debated, and perhaps amended in
Council, after which they are signed by the king.",0,2,8.690072,11.949056,6.603811,15.825389,3.0310524,0,0,<b>Who:</b> <br><b>What:</b> considered<br><b>Where:</b> <br><b>When:</b> <br><b>Why:</b> <br><b>How:</b> judges<br><b>Chunk:</b> 0<br><b>Cluster:</b> 0
,told lordship,,,"new doctrine
to me",,"Someone told lordship because new doctrine
to me","I told his lordship this was new doctrine
to me.",0,2,8.057058,11.343231,6.7109127,15.378632,2.7704008,0,0,"<b>Who:</b> <br><b>What:</b> told lordship<br><b>Where:</b> <br><b>When:</b> <br><b>Why:</b> new doctrine
to me<br><b>How:</b> <br><b>Chunk:</b> 0<br><b>Cluster:</b> 0"
,understood,,,semblies,Assemblies,Someone understood because semblies by Assemblies,"I had always understood from our charters that our laws were to
be made by our Assemblies, to be presented indeed to the king for his
royal assent, but that being once given the king could not repea...",0,3,7.917346,12.15096,7.1153555,15.392045,3.5640402,0,0,<b>Who:</b> <br><b>What:</b> understood<br><b>Where:</b> <br><b>When:</b> <br><b>Why:</b> semblies<br><b>How:</b> Assemblies<br><b>Chunk:</b> 0<br><b>Cluster:</b> 0
,make law,,,"the Assemblies could not make permanent laws without
his assent",,"Someone make law because the Assemblies could not make permanent laws without
his assent","And as the Assemblies could not make permanent laws without
his assent, so neither could he make a law for them without theirs.",0,2,8.016995,12.050212,7.062261,15.462258,3.4315367,0,0,"<b>Who:</b> <br><b>What:</b> make law<br><b>Where:</b> <br><b>When:</b> <br><b>Why:</b> the Assemblies could not make permanent laws without
his assent<br><b>How:</b> <br><b>Chunk:</b> 0<br><b>Cluster:</b> 0"
,assur'd me,,,sur'd me,,Someone assur'd me because sur'd me,"He
assur'd me",0,2,9.892993,13.657619,6.397819,16.903946,4.7119884,0,0,<b>Who:</b> <br><b>What:</b> assur'd me<br><b>Where:</b> <br><b>When:</b> <br><b>Why:</b> sur'd me<br><b>How:</b> <br><b>Chunk:</b> 0<br><b>Cluster:</b> 0
,wrote it,,,"to what might be
the sentiments of the court concerning us",,"Someone wrote it because to what might be
the sentiments of the court concerning us","I did not think so, however, and his
lordship's conversation having a little alarm'd me as to what might be
the sentiments of the court concerning us, I wrote it down as soon as I
return'd to my lo...",0,2,8.500728,10.849486,5.710613,15.374872,2.1201532,0,0,"<b>Who:</b> <br><b>What:</b> wrote it<br><b>Where:</b> <br><b>When:</b> <br><b>Why:</b> to what might be
the sentiments of the court concerning us<br><b>How:</b> <br><b>Chunk:</b> 0<br><b>Cluster:</b> 0"
,recollected that,"about 20 years before, 1765",,thrown out by the Commons,ministry,Someone recollected that during about 20 years before because thrown out by the Commons by ministry,"I recollected that about 20 years before, a
clause in a bill brought into Parliament by the ministry had propos'd to
make the king's instructions laws in the colonies, but the clause was
thrown out...",0,4,9.651274,10.001101,5.2366343,14.191504,2.8822103,0,0,"<b>Who:</b> <br><b>What:</b> recollected that<br><b>Where:</b> <br><b>When:</b> about 20 years before, 1765<br><b>Why:</b> thrown out by the Commons<br><b>How:</b> ministry<br><b>Chunk:</b> 0<br><b>Cluster:</b> 0"
"Fothergill, T. Penn's",agreed,some days,,,me,"Fothergill, T. Penn's agreed during some days by me","After some days, Dr. Fothergill having spoken to the proprietaries, they
agreed to a meeting with me at Mr. T. Penn's house in Spring Garden.",0,4,8.891506,8.547419,6.816271,13.604729,2.977243,0,0,"<b>Who:</b> Fothergill, T. Penn's<br><b>What:</b> agreed<br><b>Where:</b> <br><b>When:</b> some days<br><b>Why:</b> <br><b>How:</b> me<br><b>Chunk:</b> 0<br><b>Cluster:</b> 0"
,went,,,,,Someone went,"We then went into consideration of
our several points of complaint, which I enumerated.",0,1,11.268853,14.023231,5.0431085,17.731928,4.7204633,0,0,<b>Who:</b> <br><b>What:</b> went<br><b>Where:</b> <br><b>When:</b> <br><b>Why:</b> <br><b>How:</b> <br><b>Chunk:</b> 0<br><b>Cluster:</b> 0
,justify'd conduct,,,well as they could,,Someone justify'd conduct because well as they could,"The proprietaries
justify'd their conduct as well as they could, and I the Assembly's.",0,2,8.372844,12.625306,7.0444403,16.54183,3.3289778,0,0,<b>Who:</b> <br><b>What:</b> justify'd conduct<br><b>Where:</b> <br><b>When:</b> <br><b>Why:</b> well as they could<br><b>How:</b> <br><b>Chunk:</b> 0<br><b>Cluster:</b> 0
,appeared,,,"to
discourage all hope of agreement",,"Someone appeared because to
discourage all hope of agreement","We
now appeared very wide, and so far from each other in our opinions as to
discourage all hope of agreement.",0,2,8.33468,12.96798,6.80142,16.679195,3.2205021,0,0,"<b>Who:</b> <br><b>What:</b> appeared<br><b>Where:</b> <br><b>When:</b> <br><b>Why:</b> to
discourage all hope of agreement<br><b>How:</b> <br><b>Chunk:</b> 0<br><b>Cluster:</b> 0"
,concluded,,,"concluded that I
should give them the heads of our complaints in writing",,"Someone concluded because concluded that I
should give them the heads of our complaints in writing","However, it was concluded that I
should give them the heads of our complaints in writing, and they
promis'd then to consider them.",0,2,8.565092,11.147807,5.916468,15.845101,2.2055266,0,0,"<b>Who:</b> <br><b>What:</b> concluded<br><b>Where:</b> <br><b>When:</b> <br><b>Why:</b> concluded that I
should give them the heads of our complaints in writing<br><b>How:</b> <br><b>Chunk:</b> 0<br><b>Cluster:</b> 0"
"John Paris, Baltimore",did,70 years,"Ferdinand, Maryland",sembly,proprietary,"John Paris, Baltimore did in Ferdinand during 70 years because sembly by proprietary","I did so soon after, but they put the
paper into the hands of their solicitor, Ferdinand John Paris, who
managed for them all their law business in their great suit with the
neighbouring proprietar...",0,6,9.638804,9.498939,5.368883,13.772273,2.93197,0,0,"<b>Who:</b> John Paris, Baltimore<br><b>What:</b> did<br><b>Where:</b> Ferdinand, Maryland<br><b>When:</b> 70 years<br><b>Why:</b> sembly<br><b>How:</b> proprietary<br><b>Chunk:</b> 0<br><b>Cluster:</b> 0"
